,categoryId,channelId,channelTitle,channel_subscriber_count,channel_video_count,channel_view_count,commentCount,defaultAudioLanguage,definition,description,dislikeCount,duration,favoriteCount,likeCount,liveBroadcastContent,localized,privacyStatus,projection,publicStatsViewable,publishedAt,regionRestriction,tags,title,v_id,viewCount
78,17,UC7w8GnTF2Sp3wldDMtCCtVw,FullTimeDEVILS,,,,165,en-GB,hd,"Jose Mourinho's post match press conference after Manchester United 1-1 Liverpool in the Premier League! Defences on top, Comment to have your say!

Subscribe, FREE, for more MUFC: http://bit.ly/DEVILSsub
Subscribe to The Football Republic: http://bit.ly/1Nsw8Uq

About FullTimeDEVILS:
We are YouTube's largest football fan channel, made for Manchester United fans and bringing you big match previews, post-match reaction and reviews, tactical analysis, player debates and much more! If you're a red, we want you to get involved; whatever you want to say about United you can say it in the comments below. And to become one of our Devil pundits and be on the shows,here's how you can get in touch:
Twitter: https://twitter.com/FullTimeDEVILS
Facebook: https://www.facebook.com/FullTimeDEVILS
G+: https://plus.google.com/+FullTimeDevils",7,PT7M44S,0,375,none,"{u'description': u'Jose Mourinho's post match press conference after Manchester United 1-1 Liverpool in the Premier League! Defences on top, Comment to have your say!

Subscribe, FREE, for more MUFC: http://bit.ly/DEVILSsub
Subscribe to The Football Republic: http://bit.ly/1Nsw8Uq

About FullTimeDEVILS:
We are YouTube's largest football fan channel, made for Manchester United fans and bringing you big match previews, post-match reaction and reviews, tactical analysis, player debates and much more! If you're a red, we want you to get involved; whatever you want to say about United you can say it in the comments below. And to become one of our Devil pundits and be on the shows,here's how you can get in touch:
Twitter: https://twitter.com/FullTimeDEVILS
Facebook: https://www.facebook.com/FullTimeDEVILS
G+: https://plus.google.com/+FullTimeDevils', u'title': u'Jose Mourinho: 'Defensively Very Good!’ Manchester United 1-1 Liverpool FULL PRESS CONFERENCE'}",public,rectangular,True,2017-01-16T00:02:53.000Z,,"[Manchester United, Manchester, Man Utd, Football, Soccer, fulltimedevils, Andy Tate, Full Time Devils, Manchester United News, Transfer News, United, Man United, Mourinho, MUFC, Man United transfer news, Liverpool, Liverpool FC, Scousers, Manchester United 1-1 Liverpool, Man United 1-1 Liverpool, United 1-1 Liverpool, 1-1, Premier League, Jurgen Klopp, Klopp, Jose Mourinho, Zlatan Ibrahimovic goal, Zlatan goal, Matip, Coutinho, goals, goal, highlights, live stream, live, stream, vs]",Jose Mourinho: 'Defensively Very Good!’ Manchester United 1-1 Liverpool FULL PRESS CONFERENCE,cNgFfjiDTFE,11328
79,,,,325143,3883,121613952,,,,,,,,,,,,,,,,,,,
80,17,UCPkUH5hB_-yNlqoXOx_c-2w,The Reds,,,,90,en-GB,hd,Manchester United 1:1 Liverpool - Jurgen Klopp post-match reaction,61,PT3M56S,0,122,none,"{u'description': u'Manchester United 1:1 Liverpool - Jurgen Klopp post-match reaction', u'title': u'Manchester United 1:1 Liverpool - Jurgen Klopp post-match reaction'}",public,rectangular,True,2017-01-15T18:32:46.000Z,,"[The Reds, Jürgen Klopp, Klopp Press-Conference, Liverpool, Klopp press, Jurgen Klopp Liverpool, Klopp interview, Klopp Liverpool, Jurgen Klopp, Liverpool 2016, Liverpool 2016-2017, Klopp, Liverpool vs, Liverpool Fc soccer, Liverpool FC transfer news now, Liverpool F.C. (Football Team), Football (Interest), Manager (Profession), football, Manchester United 1:1 Liverpool, Klopp Manchester United, Klopp MU, MU 1:1 LFC, Milner Manchester United, Ibrahimovich Liverpool]",Manchester United 1:1 Liverpool - Jurgen Klopp post-match reaction,uvvurbBhm7c,20635
81,,,,15531,80,1288434,,,,,,,,,,,,,,,,,,,
82,17,UChkQQQlzYQb9l1jzLgz2acg,Cristiano Ronaldo Brasil,,,,23,,hd,Cristiano Ronaldo - Top 5 Inimagináveis Gols Pelo Manchester United ( Parte 2 ),3,PT4M52S,0,337,none,"{u'description': u'Cristiano Ronaldo - Top 5 Inimagináveis Gols Pelo Manchester United ( Parte 2 )', u'title': u'Cristiano Ronaldo - Top 5 Inimagináveis Gols Pelo Manchester United ( Parte 2 )'}",public,rectangular,True,2017-01-16T12:27:54.000Z,,[Editor do YouTube],Cristiano Ronaldo - Top 5 Inimagináveis Gols Pelo Manchester United ( Parte 2 ),7UY71ksPE2w,7466
83,,,,28715,50,6145272,,,,,,,,,,,,,,,,,,,
84,17,UC30avO2n6knAFiH2c8e4qiw,The Redmen TV,,,,284,en-GB,hd,"Tensions were high in the studio during Liverpool’s 1-1 draw with Manchester United on Sunday. The lads were desperate for Jurgen Klopp’s Reds to hold out for the 3 points, but were disappointed as Zlatan Ibrahimovic’s header equalised late on for United.

The Redmen TV is Uncensored LFC Television...

Buy Redmen T-Shirts: http://bit.ly/TheRedmenTVShop

You Can Find us HERE:

YouTube:
http://www.youtube.com/theredmentv 

Website:
http://www.theredmentv.com

Facebook:
http://www.facebook.com/TheRedmenTV

Twitter:
http://www.twitter.com/TheRedmenTV
http://www.twitter.com/MrBloodRed

Vine:
https://vine.co/TheRedmenTV   

Instagram:
https://instagram.com/theredmentv/

goals assists highlights full match",56,PT5M53S,0,621,none,"{u'description': u'Tensions were high in the studio during Liverpool’s 1-1 draw with Manchester United on Sunday. The lads were desperate for Jurgen Klopp’s Reds to hold out for the 3 points, but were disappointed as Zlatan Ibrahimovic’s header equalised late on for United.

The Redmen TV is Uncensored LFC Television...

Buy Redmen T-Shirts: http://bit.ly/TheRedmenTVShop

You Can Find us HERE:

YouTube:
http://www.youtube.com/theredmentv 

Website:
http://www.theredmentv.com

Facebook:
http://www.facebook.com/TheRedmenTV

Twitter:
http://www.twitter.com/TheRedmenTV
http://www.twitter.com/MrBloodRed

Vine:
https://vine.co/TheRedmenTV   

Instagram:
https://instagram.com/theredmentv/

goals assists highlights full match', u'title': u'Manchester United v Liverpool 1-1 | Story of the Match'}",public,rectangular,True,2017-01-15T19:52:53.000Z,,"[uncensored match build up, premier league, fa cup, league cup, champions league, champion's league, transfer news, epl, 足球, transfer rumours, soccer, football, fussball, new liverpool player, lfc fan channel, liverpool fan tv, lfc go, lfc tv go, the redmen, wearetheredmen, rmtv, the redmen tv, 利物浦, liverpool fans channel, lfc tv, liverpool fc, manchester united, jose mourinho, 1-1, old trafford, james milner, zlatan ibrahimovic, jurgen klopp]",Manchester United v Liverpool 1-1 | Story of the Match,jRT8d1u0SNE,14537
85,,,,148782,3155,52416162,,,,,,,,,,,,,,,,,,,
86,17,UCmfOWyP4sS2L4GQYLlLyMTQ,TomSportsHeaven,,,,12,en-GB,hd,"►Manchester United 1-1 Liverpool Post Match Analysis - Football Show ESPN FC - Pogba's Worst Game
►Biggest January Transfers 2017: https://www.youtube.com/watch?v=LGyiHU9QxZE
►Subscribe for more videos: http://www.youtube.com/user/fifacommunityforyou?sub_confirmation=1
►Zlatan Ibrahimovic Post Match Interview: https://www.youtube.com/watch?v=sW9jtdLotNA
►New PES 2017 Liverpool episode: https://www.youtube.com/watch?v=sPOA5-D1-ig
►FIFA 17 CHANNEL: https://www.youtube.com/user/TomLFCHeaven 
►Follow me: https://twitter.com/#!/TomLFCHeaven 
►Add me on Facebook: http://www.facebook.com/TomLFCHeaven?sk=wall 
►Instagram: http://instagram.com/tomlfcheaven
►Playlists of all my video series: https://www.youtube.com/user/FifaCommunityForYou/playlists

I upload Football Match Reviews & Analysis videos & gaming videos, Subscribe & enjoy the videos! :) 

Send any Business Inquiries to: TomLFCHeaven@gmail.com

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use..",0,PT11M27S,0,63,none,"{u'description': u'►Manchester United 1-1 Liverpool Post Match Analysis - Football Show ESPN FC - Pogba's Worst Game
►Biggest January Transfers 2017: https://www.youtube.com/watch?v=LGyiHU9QxZE
►Subscribe for more videos: http://www.youtube.com/user/fifacommunityforyou?sub_confirmation=1
►Zlatan Ibrahimovic Post Match Interview: https://www.youtube.com/watch?v=sW9jtdLotNA
►New PES 2017 Liverpool episode: https://www.youtube.com/watch?v=sPOA5-D1-ig
►FIFA 17 CHANNEL: https://www.youtube.com/user/TomLFCHeaven 
►Follow me: https://twitter.com/#!/TomLFCHeaven 
►Add me on Facebook: http://www.facebook.com/TomLFCHeaven?sk=wall 
►Instagram: http://instagram.com/tomlfcheaven
►Playlists of all my video series: https://www.youtube.com/user/FifaCommunityForYou/playlists

I upload Football Match Reviews & Analysis videos & gaming videos, Subscribe & enjoy the videos! :) 

Send any Business Inquiries to: TomLFCHeaven@gmail.com

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use..', u'title': u'Manchester United 1-1 Liverpool Post Match Analysis - Football Show ESPN FC - Pogba's Worst Game'}",public,rectangular,False,2017-01-16T10:13:37.000Z,,"[2016-17, Premier League, BPL, EPL, Sky Sports, BBC, MOTD, Sky, liverpool, goals, manchester united, Man United 1-1 Liverpool, LFC vs Man United, Klopp, Mourinho, Liverpool-Man United, LFC, MUFC, BT Sport, Sky Sports Analysis, Milner, Milner penalty, Manchester united 1-1 Liverpool, Ibrahimovic, Ibra goal, Zlatan, Ibrahimovic goal, Manchester United 1-1 Liverpool All Goals, Man United 1-1 Liverpool Post Match Analysis, Man United 1-1 Liverpool Analysis, Man United vs Liverpool Analysis]",Manchester United 1-1 Liverpool Post Match Analysis - Football Show ESPN FC - Pogba's Worst Game,hDPTmvBPQIs,10166
87,,,,19694,288,2379473,,,,,,,,,,,,,,,,,,,
88,17,UC7w8GnTF2Sp3wldDMtCCtVw,FullTimeDEVILS,,,,316,,hd,"Here's the rest of the fancams from today's draw Manchester United 1-1 Liverpool. Where do you think we can finish? Let us know in the comments! 

Subscribe, FREE, for more MUFC: http://bit.ly/DEVILSsub
Subscribe to The Football Republic: http://bit.ly/1Nsw8Uq

Where Will We Finish? | FANCAMS: Best Of The Rest! | Manchester United 1-1 Liverpool

About FullTimeDEVILS:
We are YouTube's largest football fan channel, made for Manchester United fans and bringing you big match previews, post-match reaction and reviews, tactical analysis, player debates and much more! If you're a red, we want you to get involved; whatever you want to say about United you can say it in the comments below. And to become one of our Devil pundits and be on the shows,here's how you can get in touch:
Twitter: https://twitter.com/FullTimeDEVILS
Facebook: https://www.facebook.com/FullTimeDEVILS
G+: https://plus.google.com/+FullTimeDevils",34,PT10M37S,0,478,none,"{u'description': u'Here's the rest of the fancams from today's draw Manchester United 1-1 Liverpool. Where do you think we can finish? Let us know in the comments! 

Subscribe, FREE, for more MUFC: http://bit.ly/DEVILSsub
Subscribe to The Football Republic: http://bit.ly/1Nsw8Uq

Where Will We Finish? | FANCAMS: Best Of The Rest! | Manchester United 1-1 Liverpool

About FullTimeDEVILS:
We are YouTube's largest football fan channel, made for Manchester United fans and bringing you big match previews, post-match reaction and reviews, tactical analysis, player debates and much more! If you're a red, we want you to get involved; whatever you want to say about United you can say it in the comments below. And to become one of our Devil pundits and be on the shows,here's how you can get in touch:
Twitter: https://twitter.com/FullTimeDEVILS
Facebook: https://www.facebook.com/FullTimeDEVILS
G+: https://plus.google.com/+FullTimeDevils', u'title': u'Where Will We Finish? | FANCAMS: Best Of The Rest! | Manchester United 1-1 Liverpool'}",public,rectangular,True,2017-01-15T23:47:56.000Z,,"[Manchester United, Manchester, Man Utd, Football, Soccer, fulltimedevils, Andy Tate, Full Time Devils, Manchester United News, Transfer News, United, Man United, Mourinho, MUFC, Liverpool, Liverpool FC, Scousers, Manchester United 1-1 Liverpool, Man United 1-1 Liverpool, United 1-1 Liverpool, 1-1, Premier League, Old Trafford, Jurgen Klopp, Klopp, Jose Mourinho, Zlatan Ibrahimovic goal, Zlatan goal, Matip, Coutinho, goals, goal, highlights, live stream, live, stream, vs]",Where Will We Finish? | FANCAMS: Best Of The Rest! | Manchester United 1-1 Liverpool,GAw0JGWthDE,19124
89,,,,325143,3883,121613952,,,,,,,,,,,,,,,,,,,
90,17,UCmfOWyP4sS2L4GQYLlLyMTQ,TomSportsHeaven,,,,47,en-GB,hd,"►Manchester United 1-1 Liverpool - Jurgen Klopp Post Match Interview: ""A point is not good""
►Manchester United 1-1 Liverpool Post Match Analysis: https://www.youtube.com/watch?v=ycniIRt059Y
►Subscribe for more videos: http://www.youtube.com/user/fifacommunityforyou?sub_confirmation=1
►Video credits to: https://www.youtube.com/channel/UCYXHZH-tPbiHHEqBFGrccGA
►Biggest January Transfers 2017 - Premier League & China to spend crazy: https://www.youtube.com/watch?v=LGyiHU9QxZE
►New PES 2017 Liverpool episode: https://www.youtube.com/watch?v=sPOA5-D1-ig
►FIFA 17 CHANNEL: https://www.youtube.com/user/TomLFCHeaven 
►Follow me: https://twitter.com/#!/TomLFCHeaven 
►Add me on Facebook: http://www.facebook.com/TomLFCHeaven?sk=wall 
►Instagram: http://instagram.com/tomlfcheaven
►Playlists of all my video series: https://www.youtube.com/user/FifaCommunityForYou/playlists

I upload Football Match Reviews & Analysis videos & gaming videos, Subscribe & enjoy the videos! :) 

Send any Business Inquiries to: TomLFCHeaven@gmail.com

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use..",16,PT4M12S,0,126,none,"{u'description': u'►Manchester United 1-1 Liverpool - Jurgen Klopp Post Match Interview: ""A point is not good""
►Manchester United 1-1 Liverpool Post Match Analysis: https://www.youtube.com/watch?v=ycniIRt059Y
►Subscribe for more videos: http://www.youtube.com/user/fifacommunityforyou?sub_confirmation=1
►Video credits to: https://www.youtube.com/channel/UCYXHZH-tPbiHHEqBFGrccGA
►Biggest January Transfers 2017 - Premier League & China to spend crazy: https://www.youtube.com/watch?v=LGyiHU9QxZE
►New PES 2017 Liverpool episode: https://www.youtube.com/watch?v=sPOA5-D1-ig
►FIFA 17 CHANNEL: https://www.youtube.com/user/TomLFCHeaven 
►Follow me: https://twitter.com/#!/TomLFCHeaven 
►Add me on Facebook: http://www.facebook.com/TomLFCHeaven?sk=wall 
►Instagram: http://instagram.com/tomlfcheaven
►Playlists of all my video series: https://www.youtube.com/user/FifaCommunityForYou/playlists

I upload Football Match Reviews & Analysis videos & gaming videos, Subscribe & enjoy the videos! :) 

Send any Business Inquiries to: TomLFCHeaven@gmail.com

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use..', u'title': u'Manchester United 1-1 Liverpool - Jurgen Klopp Post Match Interview: ""A point is not good""'}",public,rectangular,False,2017-01-15T19:10:05.000Z,,"[2016-17, Premier League, BPL, EPL, Sky Sports, BBC, MOTD, Sky, liverpool, goals, manchester united, Liverpool Man United, Liverpool - Man United, Man United 1-1 Liverpool, LFC vs Man United, Klopp, Mourinho, Jurgen Klopp, Jose Mourinho, Liverpool-Man United, Manchester United 1-1 Liverpool, Klopp vs Mourinho, LFC, Old Trafford, MUTD, BT Sport, ESPN, Sky Sports Analysis, Manchester united 1-1 Liverpool, Mourinho Interview, Ibrahimovic Interview, Klopp Interview, Klopp Post Match Interview]","Manchester United 1-1 Liverpool - Jurgen Klopp Post Match Interview: ""A point is not good""",1IyMbMAkKfM,23039
91,,,,19694,288,2379473,,,,,,,,,,,,,,,,,,,
92,17,UCoj9Ji7s0S2p7bbdeNlM_Og,Totaleros,,,,34,es-419,sd,"Fútbol Total (15/1/17) Análisis Manchester United 1 Liverpool 1 | Premier League Fecha 21 | Parte 5
Twitter : https://twitter.com/TotalerosFC
Apoya con un LIKE , si quieres que suba más videos.

Real Madrid
Barcelona
Atletico de Madrid
Bayern Munich
Manchester United
Manchester City
Chelsea
Arsenal
Liverpool
Cristiano Ronaldo
Messi
James Rodriguez
Neymar
Gareth Bale
Luis Suárez
Karim Benzema
Liga Española
Liga BBVA 2016-2017
Copa del Rey 2016-2017
Premier League 2016-2017
Serie A 2016-2017
Bundesliga 2016-2017
Ligue 1 2016-2017
Champions League 2016-2017
Europa League 2016-2017
España
Argentina
Brasil
Balón de Oro 2016
Eliminatorias Rusia 2018",2,PT12M28S,0,37,none,"{u'description': u'Fútbol Total (15/1/17) Análisis Manchester United 1 Liverpool 1 | Premier League Fecha 21 | Parte 5
Twitter : https://twitter.com/TotalerosFC
Apoya con un LIKE , si quieres que suba más videos.

Real Madrid
Barcelona
Atletico de Madrid
Bayern Munich
Manchester United
Manchester City
Chelsea
Arsenal
Liverpool
Cristiano Ronaldo
Messi
James Rodriguez
Neymar
Gareth Bale
Luis Suárez
Karim Benzema
Liga Española
Liga BBVA 2016-2017
Copa del Rey 2016-2017
Premier League 2016-2017
Serie A 2016-2017
Bundesliga 2016-2017
Ligue 1 2016-2017
Champions League 2016-2017
Europa League 2016-2017
España
Argentina
Brasil
Balón de Oro 2016
Eliminatorias Rusia 2018', u'title': u'5|5 Fútbol Total (15/1/17) Análisis Manchester United 1 Liverpool 1 | Premier League Fecha 21'}",public,rectangular,True,2017-01-16T03:15:30.000Z,,"[Fútbol Total, DIRECTV Sports, DIRECTV, Real Madrid, Barcelona, Liga Santander, Premier, League, UEFA Champions League]",5|5 Fútbol Total (15/1/17) Análisis Manchester United 1 Liverpool 1 | Premier League Fecha 21,gh3QjE_TNlM,3653
93,,,,23305,2086,10863186,,,,,,,,,,,,,,,,,,,
94,17,UCr5vPy2YUScYtiyAYiGn2Rg,Wrzzer,,,,187,,hd,"Hit LIKE and SUBSCRIBE
Thank you for watching! If you enjoyed, please Subscribe us;
http://bit.ly/Wrzzer

Title: 
Cristiano Ronaldo: SIMILAR Skills & Goals » Manchester United & Real Madrid

Track:
Two Steps From Hell - For the Win (Follow Remix)",44,PT7M28S,0,1784,none,"{u'description': u'Hit LIKE and SUBSCRIBE
Thank you for watching! If you enjoyed, please Subscribe us;
http://bit.ly/Wrzzer

Title: 
Cristiano Ronaldo: SIMILAR Skills & Goals » Manchester United & Real Madrid

Track:
Two Steps From Hell - For the Win (Follow Remix)', u'title': u'Cristiano Ronaldo: SIMILAR Skills & Goals » Manchester United & Real Madrid'}",public,rectangular,False,2017-01-16T21:31:24.000Z,,"[CRISTIANO RONALDO SIMILAR SKILLS, CRISTIANO RONALDO SIMILAR GOALS, CRISTIANO RONALDO SKILLS, CRISTIANO RONALDO GOALS, CRISTIANO SIMILAR SKILLS, CRISTIANO SIMILAR GOALS, RONALDO SIMILAR SKILLS, RONALDO SIMILAR GOALS, CRISTIANO SKILLS, CRISTIANO GOALS, RONALDO SKILLS, RONALDO GOALS, CRISTIANO RONALDO SIMILAR, CRISTIANO SIMILAR, RONALDO SIMILAR, CRISTIANO RONALDO, CRISTIANO, RONALDO, SIMILAR SKILLS, SIMILAR GOALS, SIMILAR, SKILLS, GOALS, MANCHESTER UNITED, REAL MADRID, WRZZER]",Cristiano Ronaldo: SIMILAR Skills & Goals » Manchester United & Real Madrid,14IJn5icC5Q,25605
95,,,,1130226,189,497360140,,,,,,,,,,,,,,,,,,,
96,17,UCbWUEnTRHb3bRdrnovq8iuA,Football Daily,,,,1593,en,hd,"► SUBSCRIBE to FOOTBALL DAILY: http://bit.ly/fdsubscribe

Paul Pogba had an absolute shocker against Liverpool! Everton thrashed Man City & Andy Caroll scored an outrageous bicycle kick! 

► FOLLOW us on Snapchat: http://snapchat.com/add/footballdailyuk

► FOLLOW us on Twitter: http://bit.ly/YaRzlu

► FOLLOW us on Instagram: http://bit.ly/1Q6sc0h

► FOLLOW us on Google+: http://bit.ly/10pRPdT

► LIKE us on Facebook: http://on.fb.me/10pugRr

Check out our brand new second channel on European football - http://bit.ly/EUROFDsubscribe",308,PT15M16S,0,5568,none,"{u'description': u'► SUBSCRIBE to FOOTBALL DAILY: http://bit.ly/fdsubscribe

Paul Pogba had an absolute shocker against Liverpool! Everton thrashed Man City & Andy Caroll scored an outrageous bicycle kick! 

► FOLLOW us on Snapchat: http://snapchat.com/add/footballdailyuk

► FOLLOW us on Twitter: http://bit.ly/YaRzlu

► FOLLOW us on Instagram: http://bit.ly/1Q6sc0h

► FOLLOW us on Google+: http://bit.ly/10pRPdT

► LIKE us on Facebook: http://on.fb.me/10pugRr

Check out our brand new second channel on European football - http://bit.ly/EUROFDsubscribe', u'title': u'Has Paul Pogba Cost Manchester United A Champions League Place?! | W&L'}",public,rectangular,False,2017-01-16T16:01:12.000Z,,"[football daily, football news, football, soccer, transfer news, premier league, champions league, epl, la liga, serie a, bundesliga, highlights, goals, Paul Pogba, Manchester United, Pogba Handball, Manchester United 1 Liverpool 1, Henderson, Champions League, Harry Kane, Tottenham, Chelsea, Zlatan Ibrahimovic, Sevilla, Jovetic, Real Madrid, Everton 4 Man City 0, Tom Davies, Pep Guardiola, Marco Alonso, Pedro, Andy Caroll, West Ham, Joey Barton, Hull City, Marco Silva, Payet]",Has Paul Pogba Cost Manchester United A Champions League Place?! | W&L,HBgLqMFei7w,214945
97,,,,983211,1897,385093934,,,,,,,,,,,,,,,,,,,
98,17,UCmfOWyP4sS2L4GQYLlLyMTQ,TomSportsHeaven,,,,21,en-GB,hd,"►Manchester United 1-1 Liverpool Analysis - ESPN FC Football Show - Mourinho vs Klopp - Premier League 2016-17
►Biggest January Transfers 2017: https://www.youtube.com/watch?v=LGyiHU9QxZE
►Subscribe for more videos: http://www.youtube.com/user/fifacommunityforyou?sub_confirmation=1
►Zlatan Ibrahimovic Post Match Interview: https://www.youtube.com/watch?v=sW9jtdLotNA
►New PES 2017 Liverpool episode: https://www.youtube.com/watch?v=sPOA5-D1-ig
►FIFA 17 CHANNEL: https://www.youtube.com/user/TomLFCHeaven 
►Follow me: https://twitter.com/#!/TomLFCHeaven 
►Add me on Facebook: http://www.facebook.com/TomLFCHeaven?sk=wall 
►Instagram: http://instagram.com/tomlfcheaven
►Playlists of all my video series: https://www.youtube.com/user/FifaCommunityForYou/playlists

I upload Football Match Reviews & Analysis videos & gaming videos, Subscribe & enjoy the videos! :) 

Send any Business Inquiries to: TomLFCHeaven@gmail.com

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use..",17,PT12M32S,0,71,none,"{u'description': u'►Manchester United 1-1 Liverpool Analysis - ESPN FC Football Show - Mourinho vs Klopp - Premier League 2016-17
►Biggest January Transfers 2017: https://www.youtube.com/watch?v=LGyiHU9QxZE
►Subscribe for more videos: http://www.youtube.com/user/fifacommunityforyou?sub_confirmation=1
►Zlatan Ibrahimovic Post Match Interview: https://www.youtube.com/watch?v=sW9jtdLotNA
►New PES 2017 Liverpool episode: https://www.youtube.com/watch?v=sPOA5-D1-ig
►FIFA 17 CHANNEL: https://www.youtube.com/user/TomLFCHeaven 
►Follow me: https://twitter.com/#!/TomLFCHeaven 
►Add me on Facebook: http://www.facebook.com/TomLFCHeaven?sk=wall 
►Instagram: http://instagram.com/tomlfcheaven
►Playlists of all my video series: https://www.youtube.com/user/FifaCommunityForYou/playlists

I upload Football Match Reviews & Analysis videos & gaming videos, Subscribe & enjoy the videos! :) 

Send any Business Inquiries to: TomLFCHeaven@gmail.com

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use..', u'title': u'Manchester United 1-1 Liverpool Analysis - Football Show - Mourinho vs Klopp - ESPN FC Football Talk'}",public,rectangular,False,2017-01-15T14:27:19.000Z,,"[2016-17, Premier League, BPL, EPL, Sky Sports, BBC, MOTD, Sky, liverpool, goals, manchester united, Firmino, Liverpool Man United, Liverpool - Man United, Man United 1-1 Liverpool, LFC vs Man United, Klopp, Mourinho, Jurgen Klopp, Jose Mourinho, Liverpool-Man United, Liverpool Manchester United, Klopp vs Mourinho, LFC, LFC fans, Old Trafford, MUTD, MUTV, MUFC, BT Sport, ESPN, ESPN FC, Sky Sports Analysis, Milner, Milner penalty, Manchester united 1-1 Liverpool, Ibrahimovic]",Manchester United 1-1 Liverpool Analysis - Football Show - Mourinho vs Klopp - ESPN FC Football Talk,SEiKx9mFieU,24747
99,,,,19694,288,2379473,,,,,,,,,,,,,,,,,,,
